Conference	Year	Name	Authors	Citations	Publication	URL
Information and Software Technology	2013	Software fault prediction metrics: A systematic literature review	D Radjenovi, M Heriko, R Torkar, A ivkovi	50	Information and Software Technology 55 (8), 1397-1418	http://scholar.google.com/scholar?oi=bibs&cluster=6563420758537978331&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2012	Transfer learning for cross-company software defect prediction	Y Ma, G Luo, X Zeng, A Chen	50	Information and Software Technology 54 (3), 248-256	http://scholar.google.com/scholar?oi=bibs&cluster=17282365034986753828&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Six years of systematic literature reviews in software engineering: An updated tertiary study	FQB da Silva, ALM Santos, S Soares, ACC Frana, CVF Monteiro, ...	49	Information and Software Technology 53 (9), 899-913	http://scholar.google.com/scholar?oi=bibs&cluster=5028290918470334758&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	FSM-based conformance testing methods: A survey annotated with experimental evaluation	R Dorofeeva, K El-Fakih, S Maag, AR Cavalli, N Yevtushenko	48	Information and Software Technology 52 (12), 1286-1297	http://scholar.google.com/scholar?oi=bibs&cluster=14847845788034434073&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	Assessment methodology for software process improvement in small organizations	FJ Pino, C Pardo, F Garca, M Piattini	48	Information and Software Technology 52 (10), 1044-1061	http://scholar.google.com/scholar?oi=bibs&cluster=13244676046733168701&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Applying CIM-to-PIM model transformations for the service-oriented development of information systems	V De Castro, E Marcos, JM Vara	47	Information and Software Technology 53 (1), 87-105	http://scholar.google.com/scholar?oi=bibs&cluster=14444197429997586416&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Formal model for assigning human resources to teams in software projects	M Andr, MG Baldoqun, ST Acua	47	Information and Software Technology 53 (3), 259-275	http://scholar.google.com/scholar?oi=bibs&cluster=16736584476887225825&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2011	Identifying refactoring opportunities in process model repositories	R Dijkman, B Gfeller, J Kster, H Vlzer	47	Information and Software Technology 53 (9), 937-948	http://scholar.google.com/scholar?oi=bibs&cluster=17592229233622709554&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	A systematic review of domain analysis tools	LB Lisboa, VC Garcia, D Lucrdio, ES de Almeida, SR de Lemos Meira, ...	47	Information and Software Technology 52 (1), 1-13	http://scholar.google.com/scholar?oi=bibs&cluster=9034516611246070701&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2010	A pattern-based approach to protocol mediation for web services composition	X Li, Y Fan, S Madnick, QZ Sheng	46	Information and Software Technology 52 (3), 304-323	http://scholar.google.com/scholar?oi=bibs&cluster=13449422921411351064&btnI=1&nossl=1&hl=en&oe=ASCII
Information and Software Technology	2012	Evaluating prediction systems in software project estimation	M Shepperd, S MacDonell	46	Information and Software Technology 54 (8), 820-827	http://scholar.google.com/scholar?oi=bibs&cluster=1730979205044074335&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	An analysis of the dynamic behavior of JavaScript programs.	G Richards, S Lebresne, B Burg, J Vitek	226	PLDI, 1-12	http://scholar.google.com/scholar?oi=bibs&cluster=1837435078602726123&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	EnerJ: approximate data types for safe and general low-power computation.	A Sampson, W Dietl, E Fortuna, D Gnanapragasam, L Ceze, D Grossman	202	PLDI, 164-174	http://scholar.google.com/scholar?oi=bibs&cluster=18175591118405879750&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	A GPGPU compiler for memory optimization and parallelism management.	Y Yang, P Xiang, J Kong, H Zhou	194	PLDI, 86-97	http://scholar.google.com/scholar?oi=bibs&cluster=5433355859497076735&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	FlumeJava: easy, efficient data-parallel pipelines.	C Chambers, A Raniwala, F Perry, S Adams, RR Henry, R Bradshaw, ...	190	PLDI, 363-375	http://scholar.google.com/scholar?oi=bibs&cluster=7037867038739468416&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Green: a framework for supporting energy-conscious programming using controlled approximation.	W Baek, TM Chilimbi	178	PLDI, 198-209	http://scholar.google.com/scholar?oi=bibs&cluster=2717029921708403529&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Finding and understanding bugs in C compilers.	X Yang, Y Chen, E Eide, J Regehr	170	PLDI, 283-294	http://scholar.google.com/scholar?oi=bibs&cluster=2217604778670516100&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	The tao of parallelism in algorithms.	K Pingali, D Nguyen, M Kulkarni, M Burtscher, MA Hassaan, R Kaleem, ...	120	PLDI, 12-25	http://scholar.google.com/scholar?oi=bibs&cluster=6690223006401438041&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Synthesis of loop-free programs.	S Gulwani, S Jha, A Tiwari, R Venkatesan	117	PLDI, 62-73	http://scholar.google.com/scholar?oi=bibs&cluster=5404756581592795849&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	PACER: proportional detection of data races.	MD Bond, KE Coons, KS McKinley	112	PLDI, 255-268	http://scholar.google.com/scholar?oi=bibs&cluster=10344167764051832293&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2014	FlowDroid: precise context, flow, field, object-sensitive and lifecycle-aware taint analysis for Android apps.	S Arzt, S Rasthofer, C Fritz, E Bodden, A Bartel, J Klein, Y Le Traon, ...	108	PLDI, 29	http://scholar.google.com/scholar?oi=bibs&cluster=11873168890323841336&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Automatic CPU-GPU communication management and optimization.	TB Jablin, P Prabhu, JA Jablin, NP Johnson, SR Beard, DI August	107	PLDI, 142-151	http://scholar.google.com/scholar?oi=bibs&cluster=284684164354801055&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Cause clue clauses: error localization using maximum satisfiability.	M Jose, R Majumdar	105	PLDI, 437-446	http://scholar.google.com/scholar?oi=bibs&cluster=17106068246565478196&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Automated atomicity-violation fixing.	G Jin, L Song, W Zhang, S Lu, B Liblit	93	PLDI, 389-400	http://scholar.google.com/scholar?oi=bibs&cluster=16416842507012189005&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Mostly-automated verification of low-level programs in computational separation logic.	A Chlipala	87	PLDI, 234-245	http://scholar.google.com/scholar?oi=bibs&cluster=10355957968401403195&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Directed incremental symbolic execution.	S Person, G Yang, N Rungta, S Khurshid	87	PLDI, 504-515	http://scholar.google.com/scholar?oi=bibs&cluster=909315720700461421&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	LL (*): the foundation of the ANTLR parser generator.	T Parr, K Fisher	85	PLDI, 425-436	http://scholar.google.com/scholar?oi=bibs&cluster=11340764028758422091&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2012	Synthesizing software verifiers from proof rules.	S Grebenshchikov, NP Lopes, C Popeea, A Rybalchenko	85	PLDI, 405-416	http://scholar.google.com/scholar?oi=bibs&cluster=11062823079011081738&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2013	Halide: a language and compiler for optimizing parallelism, locality, and recomputation in image processing pipelines.	J Ragan-Kelley, C Barnes, A Adams, S Paris, F Durand, SP Amarasinghe	80	PLDI, 519-530	http://scholar.google.com/scholar?oi=bibs&cluster=13170145555722133781&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Understanding POWER multiprocessors.	S Sarkar, P Sewell, J Alglave, L Maranget, D Williams	80	PLDI, 175-186	http://scholar.google.com/scholar?oi=bibs&cluster=17043959242376551292&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Languages as libraries.	S Tobin-Hochstadt, V St-Amour, R Culpepper, M Flatt, M Felleisen	75	PLDI, 132-141	http://scholar.google.com/scholar?oi=bibs&cluster=7853929890716239749&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	The reachability-bound problem.	S Gulwani, F Zuleger	72	PLDI, 292-304	http://scholar.google.com/scholar?oi=bibs&cluster=6890937926527521348&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Complete functional synthesis.	V Kuncak, M Mayer, R Piskac, P Suter	71	PLDI, 316-329	http://scholar.google.com/scholar?oi=bibs&cluster=10922975012688342497&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Line-up: a complete and automatic linearizability checker.	S Burckhardt, C Dern, M Musuvathi, R Tan	70	PLDI, 330-340	http://scholar.google.com/scholar?oi=bibs&cluster=5294951818887763221&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2013	Automated feedback generation for introductory programming assignments.	R Singh, S Gulwani, A Solar-Lezama	69	PLDI, 15-26	http://scholar.google.com/scholar?oi=bibs&cluster=14171063619484672869&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2012	Understanding and detecting real-world performance bugs.	G Jin, L Song, X Shi, J Scherpelz, S Lu	69	PLDI, 77-88	http://scholar.google.com/scholar?oi=bibs&cluster=4737880944016026668&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2012	Efficient state merging in symbolic execution.	V Kuznetsov, J Kinder, S Bucur, G Candea	67	PLDI, 193-204	http://scholar.google.com/scholar?oi=bibs&cluster=545082078475925800&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Spreadsheet table transformations from examples.	WR Harris, S Gulwani	65	PLDI, 317-328	http://scholar.google.com/scholar?oi=bibs&cluster=10420439341319936319&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Synthesizing geometry constructions.	S Gulwani, VA Korthikanti, A Tiwari	63	PLDI, 50-61	http://scholar.google.com/scholar?oi=bibs&cluster=17379879018873908918&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Evaluating the accuracy of Java profilers.	T Mytkowicz, A Diwan, M Hauswirth, PF Sweeney	56	PLDI, 187-197	http://scholar.google.com/scholar?oi=bibs&cluster=5415028545785996387&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2012	Compiling a high-level language for GPUs:(via language support for architectures and compilers).	C Dubach, P Cheng, RM Rabbah, DF Bacon, SJ Fink	55	PLDI, 1-12	http://scholar.google.com/scholar?oi=bibs&cluster=15650686666438727622&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	DRFX: a simple and efficient memory model for concurrent programming languages.	D Marino, A Singh, TD Millstein, M Musuvathi, S Narayanasamy	55	PLDI, 351-362	http://scholar.google.com/scholar?oi=bibs&cluster=4752132090613723770&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Evaluating value-graph translation validation for LLVM.	JB Tristan, P Govereau, G Morrisett	55	PLDI, 295-305	http://scholar.google.com/scholar?oi=bibs&cluster=8282012936097858199&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Predicate abstraction and CEGAR for higher-order model checking.	N Kobayashi, R Sato, H Unno	53	PLDI, 222-233	http://scholar.google.com/scholar?oi=bibs&cluster=853304717961389392&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Ur: statically-typed metaprogramming with type-level record computation.	A Chlipala	51	PLDI, 122-133	http://scholar.google.com/scholar?oi=bibs&cluster=8829823253698145362&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Safe programmable speculative parallelism.	P Prabhu, G Ramalingam, K Vaswani	51	PLDI, 50-61	http://scholar.google.com/scholar?oi=bibs&cluster=15883381612795435148&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Schism: fragmentation-tolerant real-time garbage collection.	F Pizlo, L Ziarek, P Maj, AL Hosking, E Blanton, J Vitek	50	PLDI, 146-159	http://scholar.google.com/scholar?oi=bibs&cluster=12993458166034845779&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Safe to the last instruction: automated verification of a type-safe operating system.	J Yang, C Hawblitzel	49	PLDI, 99-110	http://scholar.google.com/scholar?oi=bibs&cluster=2515025313271776679&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Kremlin: rethinking and rebooting gprof for the multicore age.	S Garcia, D Jeon, CM Louie, MB Taylor	49	PLDI, 458-469	http://scholar.google.com/scholar?oi=bibs&cluster=7887700490066490974&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Finding low-utility data structures.	Guoqing (Harry) Xu, N Mitchell, M Arnold, A Rountev, E Schonberg, ...	49	PLDI, 174-186	http://scholar.google.com/scholar?oi=bibs&cluster=6266932145575328443&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2012	Fast and precise hybrid type inference for JavaScript.	B Hackett, S Guo	48	PLDI, 239-250	http://scholar.google.com/scholar?oi=bibs&cluster=15154687095369762732&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Resolving and exploiting the k-CFA paradox: illuminating functional vs. object-oriented program analysis.	M Might, Y Smaragdakis, D Van Horn	47	PLDI, 305-315	http://scholar.google.com/scholar?oi=bibs&cluster=4198897393023762535&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2010	Composing parallel software efficiently with lithe.	H Pan, B Hindman, K Asanovic	46	PLDI, 376-387	http://scholar.google.com/scholar?oi=bibs&cluster=17685870632365168622&btnI=1&nossl=1&hl=en&oe=ASCII
SIGPLAN Conference on Programming Language Design and Implementation (PLDI)	2011	Language-independent sandboxing of just-in-time compilation and self-modifying code.	J Ansel, P Marchenko,  Erlingsson, E Taylor, B Chen, DL Schuff, D Sehr, ...	45	PLDI, 355-366	http://scholar.google.com/scholar?oi=bibs&cluster=13565041600581751498&btnI=1&nossl=1&hl=en&oe=ASCII
